Date,From,To,DeltaS
2025-04-03,GOLD,COPPER,0.00459854407927511
2025-04-03,SILVER,UST10Y,0.0029836685226977758
2025-04-03,SOLVPN,VIX,0.0018842002401287528
2025-04-03,DXY,SILVER,0.001477567775502786
2025-04-03,GOLD,SOLVPN,0.000557636971826727
2025-04-03,COPPER,UST10Y,4.9463382442393317e-05
2025-04-07,DXY,SOLVPN,0.15105630905624662
2025-04-07,GOLD,SOLVPN,0.12869661304531552
2025-04-07,SILVER,SOLVPN,0.12780893143642952
2025-04-07,SOLVPN,DXY,0.12142578598672067
2025-04-07,COPPER,SOLVPN,0.10193730194855463
2025-04-07,SOLVPN,SILVER,0.09406954007909928
2025-04-07,GOLD,COPPER,0.09310125055937746
2025-04-07,UST10Y,GOLD,0.09053083745330126
2025-04-07,DXY,GOLD,0.08839363324576738
2025-04-07,GOLD,DXY,0.08207550105545978
2025-04-07,COPPER,DXY,0.0777227248961996
2025-04-07,DXY,VIX,0.07404260436266466
2025-04-07,UST10Y,COPPER,0.07181127562048996
2025-04-07,VIX,SOLVPN,0.06681837475213756
2025-04-07,COPPER,SILVER,0.06282687958385888
2025-04-07,SOLVPN,VIX,0.06217912415329359
2025-04-07,SOLVPN,UST10Y,0.0606137762529508
2025-04-07,GOLD,UST10Y,0.0564129440146726
2025-04-07,VIX,DXY,0.05600182660587148
2025-04-07,UST10Y,DXY,0.05001814805007908
2025-04-07,SILVER,DXY,0.049303583968988846
2025-04-07,GOLD,SILVER,0.04909727057838453
2025-04-07,UST10Y,SOLVPN,0.04880237835242386
2025-04-07,VIX,SILVER,0.04710209439368135
2025-04-07,SILVER,GOLD,0.044143211772918745
2025-04-07,SILVER,COPPER,0.04334967447101809
2025-04-07,SILVER,VIX,0.039701951179194936
2025-04-07,DXY,COPPER,0.03645596593844101
2025-04-07,COPPER,UST10Y,0.035162652358022926
2025-04-07,SOLVPN,GOLD,0.028100090955140836
2025-04-07,COPPER,VIX,0.0261500885573044
2025-04-07,DXY,UST10Y,0.02513549247054017
2025-04-07,VIX,COPPER,0.023069272809997585
2025-04-07,UST10Y,SILVER,0.021917034203028943
2025-04-07,DXY,SILVER,0.019260802726189102
2025-04-07,VIX,GOLD,0.01822305097419659
2025-04-07,SILVER,UST10Y,0.014723811323266438
2025-04-07,VIX,UST10Y,0.011943521154080781
2025-04-07,UST10Y,VIX,0.0065927158346050785
2025-04-07,SOLVPN,COPPER,0.004367777243204252
2025-04-07,COPPER,GOLD,0.003718956982692534
2025-04-07,GOLD,VIX,0.0016901624944120203
2025-04-08,DXY,SOLVPN,0.1352919972636185
2025-04-08,VIX,GOLD,0.12356107734869137
2025-04-08,SILVER,VIX,0.09055425566801949
2025-04-08,COPPER,VIX,0.0880341358343518
2025-04-08,SOLVPN,VIX,0.08444198447575839
2025-04-08,COPPER,GOLD,0.08377206367085839
2025-04-08,DXY,VIX,0.08228486494304901
2025-04-08,DXY,COPPER,0.08161417932801246
2025-04-08,VIX,SOLVPN,0.0759635370696547
2025-04-08,SILVER,GOLD,0.0685274813721124
2025-04-08,GOLD,SOLVPN,0.06635121193082405
2025-04-08,SILVER,SOLVPN,0.06398627566545674
2025-04-08,UST10Y,VIX,0.058511439394986195
2025-04-08,UST10Y,GOLD,0.057005117794610136
2025-04-08,SOLVPN,GOLD,0.050996344281373715
2025-04-08,DXY,GOLD,0.050435026258791565
2025-04-08,DXY,SILVER,0.0495296515342249
2025-04-08,GOLD,DXY,0.04456863513684037
2025-04-08,DXY,UST10Y,0.04449915220141813
2025-04-08,GOLD,COPPER,0.04297674854617087
2025-04-08,COPPER,SOLVPN,0.036844410316391685
2025-04-08,UST10Y,SOLVPN,0.03615979462034771
2025-04-08,SILVER,DXY,0.03292083013631289
2025-04-08,SOLVPN,SILVER,0.030354542820568778
2025-04-08,COPPER,UST10Y,0.02941517294383619
2025-04-08,GOLD,SILVER,0.02863424083695379
2025-04-08,GOLD,UST10Y,0.027551227599516906
2025-04-08,COPPER,SILVER,0.020650819238716367
2025-04-08,VIX,UST10Y,0.020590594737277736
2025-04-08,VIX,DXY,0.019453030644731473
2025-04-08,COPPER,DXY,0.018388772455369295
2025-04-08,VIX,SILVER,0.013542277303378147
2025-04-08,VIX,COPPER,0.011038586820536767
2025-04-08,SOLVPN,UST10Y,0.01051107184433476
2025-04-08,SOLVPN,COPPER,0.010394941087997683
2025-04-08,SILVER,UST10Y,0.0072432160741225035
2025-04-08,GOLD,VIX,0.005370641514256036
2025-04-08,SOLVPN,DXY,0.003495903349416851
2025-04-08,UST10Y,COPPER,0.0033879830468616368
2025-04-08,SILVER,COPPER,0.002944670468277233
2025-04-08,UST10Y,SILVER,0.002669630155906766
2025-04-08,UST10Y,DXY,0.0016828335248587206
2025-04-09,VIX,SOLVPN,0.15704128800645514
2025-04-09,SOLVPN,VIX,0.14853016088020607
2025-04-09,VIX,DXY,0.13349677432672785
2025-04-09,UST10Y,SOLVPN,0.11944429155457337
2025-04-09,UST10Y,VIX,0.11837472626370732
2025-04-09,SOLVPN,DXY,0.11698201770422831
2025-04-09,GOLD,SOLVPN,0.09233558260717531
2025-04-09,GOLD,VIX,0.09024240195050637
2025-04-09,GOLD,DXY,0.08924790473531534
2025-04-09,UST10Y,DXY,0.08756111856134063
2025-04-09,DXY,VIX,0.07719663076580374
2025-04-09,COPPER,VIX,0.05875798022110376
2025-04-09,VIX,GOLD,0.05494406280852399
2025-04-09,DXY,SOLVPN,0.05403195346373972
2025-04-09,SILVER,VIX,0.05376891641322837
2025-04-09,DXY,SILVER,0.05001149897767377
2025-04-09,DXY,UST10Y,0.04640863316150916
2025-04-09,DXY,COPPER,0.04452573401181597
2025-04-09,SILVER,GOLD,0.0348279869515952
2025-04-09,SILVER,DXY,0.03382137138289629
2025-04-09,GOLD,UST10Y,0.028802971296902284
2025-04-09,COPPER,SILVER,0.02309810843219051
2025-04-09,VIX,UST10Y,0.022644176303733533
2025-04-09,VIX,SILVER,0.019586364486815028
2025-04-09,SOLVPN,UST10Y,0.01915176413706837
2025-04-09,DXY,GOLD,0.01835386919361237
2025-04-09,COPPER,GOLD,0.014922525357593447
2025-04-09,VIX,COPPER,0.013718630508721075
2025-04-09,COPPER,DXY,0.01334075271262905
2025-04-09,GOLD,COPPER,0.009992850003682316
2025-04-09,SILVER,SOLVPN,0.009530799394041861
2025-04-09,COPPER,SOLVPN,0.009434167153566902
2025-04-09,SILVER,COPPER,0.00846281371169516
2025-04-09,UST10Y,COPPER,0.008193647888364991
2025-04-09,SOLVPN,GOLD,0.007939428837388518
2025-04-09,SOLVPN,COPPER,0.006429788009946924
2025-04-09,UST10Y,SILVER,0.006425747513078173
2025-04-09,GOLD,SILVER,0.002677026556867662
2025-04-09,UST10Y,GOLD,0.001625470837529397
2025-04-09,SILVER,UST10Y,0.0008528496577647413
2025-04-09,COPPER,UST10Y,0.0006360827415241473
2025-04-09,SOLVPN,SILVER,0.0005656024329602494
2025-04-10,UST10Y,VIX,0.23842174270569888
2025-04-10,SOLVPN,VIX,0.21604143242570428
2025-04-10,DXY,VIX,0.14833361077268004
2025-04-10,DXY,GOLD,0.1243322696827997
2025-04-10,DXY,SOLVPN,0.11808592427827441
2025-04-10,GOLD,DXY,0.10412394761968453
2025-04-10,UST10Y,SILVER,0.10321681416742172
2025-04-10,UST10Y,SOLVPN,0.0978316939529344
2025-04-10,SOLVPN,DXY,0.09309353702972295
2025-04-10,GOLD,VIX,0.0916541229231044
2025-04-10,SOLVPN,UST10Y,0.08863481568154759
2025-04-10,UST10Y,COPPER,0.08817090194323768
2025-04-10,SILVER,SOLVPN,0.08333175175425951
2025-04-10,SOLVPN,GOLD,0.05483303655991531
2025-04-10,SOLVPN,SILVER,0.054184035443995665
2025-04-10,GOLD,UST10Y,0.05319656969251655
2025-04-10,UST10Y,GOLD,0.04995945326656837
2025-04-10,COPPER,GOLD,0.04422440944887286
2025-04-10,VIX,UST10Y,0.04135071433471104
2025-04-10,SILVER,DXY,0.04098088214216447
2025-04-10,VIX,DXY,0.03463548064397151
2025-04-10,SILVER,GOLD,0.03181992540143849
2025-04-10,SILVER,COPPER,0.028825454858237592
2025-04-10,COPPER,DXY,0.028393424011140533
2025-04-10,SILVER,UST10Y,0.025085852853113145
2025-04-10,VIX,GOLD,0.023836064149393862
2025-04-10,UST10Y,DXY,0.023798672766255528
2025-04-10,COPPER,SOLVPN,0.02256774573290357
2025-04-10,SOLVPN,COPPER,0.02154489435999804
2025-04-10,SILVER,VIX,0.021171250019589694
2025-04-10,COPPER,SILVER,0.0200027468055006
2025-04-10,COPPER,UST10Y,0.01605221760527433
2025-04-10,DXY,SILVER,0.015659602984599494
2025-04-10,VIX,SILVER,0.014507127711191337
2025-04-10,DXY,UST10Y,0.011654239017721876
2025-04-10,COPPER,VIX,0.006791847568006021
2025-04-10,GOLD,SOLVPN,0.006642331729977136
2025-04-10,GOLD,COPPER,0.00608248225429385
2025-04-10,VIX,SOLVPN,0.006064758508573187
2025-04-10,GOLD,SILVER,0.00558616340120574
2025-04-10,VIX,COPPER,0.0024988342180868317
2025-04-10,DXY,COPPER,0.0005535823729845152
2025-07-08,COPPER,SOLVPN,0.32392410569204805
2025-07-08,GOLD,SOLVPN,0.28914108004718125
2025-07-08,UST10Y,SOLVPN,0.21788555323340894
2025-07-08,SOLVPN,COPPER,0.15071610348444106
2025-07-08,COPPER,GOLD,0.14797512840361232
2025-07-08,COPPER,VIX,0.1272289266570185
2025-07-08,COPPER,SILVER,0.1103670433483421
2025-07-08,VIX,COPPER,0.10687271427104947
2025-07-08,UST10Y,COPPER,0.10543941723595261
2025-07-08,SILVER,COPPER,0.09404504963414724
2025-07-08,GOLD,DXY,0.0779219950386259
2025-07-08,VIX,SOLVPN,0.07724092250723968
2025-07-08,SILVER,SOLVPN,0.06680890268431795
2025-07-08,GOLD,VIX,0.06484866097613731
2025-07-08,GOLD,COPPER,0.06466371964316833
2025-07-08,UST10Y,VIX,0.05871626255675354
2025-07-08,SOLVPN,GOLD,0.05840059175114094
2025-07-08,UST10Y,GOLD,0.051499689049772396
2025-07-08,SOLVPN,SILVER,0.04503651997681512
2025-07-08,SOLVPN,VIX,0.034494388202521986
2025-07-08,GOLD,UST10Y,0.03355403782472469
2025-07-08,SOLVPN,UST10Y,0.03305931902989963
2025-07-08,GOLD,SILVER,0.03097767699917303
2025-07-08,VIX,DXY,0.02620195244942119
2025-07-08,DXY,SOLVPN,0.02484043846582072
2025-07-08,COPPER,UST10Y,0.0247517885277144
2025-07-08,UST10Y,SILVER,0.024003177456911568
2025-07-08,UST10Y,DXY,0.022737465569135196
2025-07-08,SILVER,UST10Y,0.0173252587331197
2025-07-08,SOLVPN,DXY,0.017182107443335426
2025-07-08,VIX,UST10Y,0.017103969002268925
2025-07-08,DXY,UST10Y,0.016691389720214417
2025-07-08,COPPER,DXY,0.011045624740954621
2025-07-08,SILVER,VIX,0.00973890885180774
2025-07-08,DXY,GOLD,0.009234861583436282
2025-07-08,VIX,GOLD,0.00887852801462792
2025-07-08,DXY,COPPER,0.008292736372193278
2025-07-08,VIX,SILVER,0.0065605278178328535
2025-07-08,DXY,VIX,0.002709622262092308
2025-07-08,SILVER,DXY,0.0022345037886133956
2025-07-08,SILVER,GOLD,0.0016610208114643255
2025-07-08,DXY,SILVER,0.0006523402999547533
2025-07-09,SOLVPN,COPPER,0.1769198218561031
2025-07-09,GOLD,SOLVPN,0.16593373574759043
2025-07-09,GOLD,COPPER,0.15035366609904618
2025-07-09,SOLVPN,GOLD,0.13536825944090863
2025-07-09,VIX,COPPER,0.10253995333312642
2025-07-09,UST10Y,GOLD,0.09674762698331535
2025-07-09,COPPER,GOLD,0.08527620405136109
2025-07-09,UST10Y,COPPER,0.07972065071170276
2025-07-09,SOLVPN,VIX,0.0716987111611396
2025-07-09,UST10Y,SOLVPN,0.06953077617901005
2025-07-09,COPPER,VIX,0.06647867459796217
2025-07-09,GOLD,DXY,0.06603371338273178
2025-07-09,VIX,SOLVPN,0.058935213803311626
2025-07-09,GOLD,VIX,0.05778978773959667
2025-07-09,SOLVPN,SILVER,0.05665771351929356
2025-07-09,SILVER,SOLVPN,0.054440921926300845
2025-07-09,VIX,GOLD,0.04431925464408029
2025-07-09,DXY,SOLVPN,0.043065145335602795
2025-07-09,SILVER,DXY,0.04267832105318885
2025-07-09,SILVER,GOLD,0.042242940236939835
2025-07-09,SILVER,COPPER,0.03935458258948166
2025-07-09,COPPER,SILVER,0.038441252845563274
2025-07-09,COPPER,SOLVPN,0.03240385393657802
2025-07-09,COPPER,DXY,0.027503387232026798
2025-07-09,SOLVPN,DXY,0.02546408196480566
2025-07-09,UST10Y,DXY,0.023483628371391632
2025-07-09,UST10Y,SILVER,0.02210580921021342
2025-07-09,GOLD,SILVER,0.021723732263117246
2025-07-09,VIX,SILVER,0.020809072771637238
2025-07-09,DXY,COPPER,0.0207726161751925
2025-07-09,VIX,DXY,0.016545414575499004
2025-07-09,SOLVPN,UST10Y,0.01528236361568136
2025-07-09,DXY,UST10Y,0.014898006804147865
2025-07-09,DXY,GOLD,0.013036602302421402
2025-07-09,COPPER,UST10Y,0.012435589666109921
2025-07-09,UST10Y,VIX,0.00792933302529715
2025-07-09,SILVER,VIX,0.005046465594515756
2025-07-09,SILVER,UST10Y,0.003879430813098963
2025-07-09,VIX,UST10Y,0.0023614054313089786
2025-07-09,GOLD,UST10Y,0.002126132308002855
2025-07-09,DXY,SILVER,0.0018121567977354078
2025-07-09,DXY,VIX,0.0007491528880363557
2025-07-31,GOLD,COPPER,0.41362823165408563
2025-07-31,COPPER,SOLVPN,0.40846185109610667
2025-07-31,VIX,COPPER,0.35791708112559745
2025-07-31,SILVER,COPPER,0.24760589973044697
2025-07-31,VIX,SOLVPN,0.18142410216709787
2025-07-31,SOLVPN,COPPER,0.14774571530853747
2025-07-31,COPPER,VIX,0.1004750203031389
2025-07-31,COPPER,GOLD,0.09763101433065982
2025-07-31,SILVER,GOLD,0.08179412061041272
2025-07-31,GOLD,SOLVPN,0.07294992667310657
2025-07-31,COPPER,DXY,0.06819234022846883
2025-07-31,GOLD,SILVER,0.0672677386274786
2025-07-31,GOLD,VIX,0.06458798801253203
2025-07-31,UST10Y,GOLD,0.06190099236778937
2025-07-31,UST10Y,COPPER,0.03937990951742186
2025-07-31,UST10Y,SILVER,0.03899812526220428
2025-07-31,GOLD,DXY,0.0366145118921533
2025-07-31,VIX,DXY,0.03352524924978524
2025-07-31,SOLVPN,GOLD,0.032645398992342985
2025-07-31,UST10Y,DXY,0.026932927338895823
2025-07-31,SILVER,DXY,0.025307349792133678
2025-07-31,SILVER,VIX,0.02266207620165349
2025-07-31,COPPER,UST10Y,0.021738917243625568
2025-07-31,DXY,COPPER,0.020506043963190626
2025-07-31,VIX,GOLD,0.019866013124978016
2025-07-31,COPPER,SILVER,0.01710464782209463
2025-07-31,UST10Y,VIX,0.016523407467714996
2025-07-31,SOLVPN,VIX,0.016110211041231337
2025-07-31,SOLVPN,SILVER,0.013949699238376266
2025-07-31,VIX,SILVER,0.012864806747109454
2025-07-31,VIX,UST10Y,0.012011148570124702
2025-07-31,UST10Y,SOLVPN,0.0113133557017016
2025-07-31,GOLD,UST10Y,0.008746446958077622
2025-07-31,DXY,GOLD,0.008348019241249671
2025-07-31,DXY,SILVER,0.007361134634105454
2025-07-31,DXY,VIX,0.005880279662340809
2025-07-31,SOLVPN,UST10Y,0.00570867451181588
2025-07-31,DXY,UST10Y,0.0052280215455194345
2025-07-31,SILVER,SOLVPN,0.0037745509565660813
2025-07-31,SOLVPN,DXY,0.003231782896220864
2025-07-31,DXY,SOLVPN,0.002244485209931311
2025-07-31,SILVER,UST10Y,0.0006255609121483888
2025-08-04,VIX,COPPER,0.3128187417862689
2025-08-04,GOLD,COPPER,0.1729242276931025
2025-08-04,SOLVPN,COPPER,0.13396998805775073
2025-08-04,VIX,SOLVPN,0.11706228001215987
2025-08-04,DXY,GOLD,0.0956185542608018
2025-08-04,VIX,GOLD,0.08504703053117631
2025-08-04,SILVER,VIX,0.08183194855306423
2025-08-04,UST10Y,VIX,0.07589759315746777
2025-08-04,SILVER,COPPER,0.07047838135828077
2025-08-04,COPPER,GOLD,0.06698630888854545
2025-08-04,COPPER,VIX,0.06653692659873633
2025-08-04,COPPER,DXY,0.06483826769354066
2025-08-04,GOLD,VIX,0.05924220896701725
2025-08-04,UST10Y,COPPER,0.052479453152812695
2025-08-04,GOLD,SOLVPN,0.05226476048089877
2025-08-04,DXY,COPPER,0.04850430597128749
2025-08-04,VIX,DXY,0.04779330527039538
2025-08-04,SOLVPN,GOLD,0.04589624026426687
2025-08-04,DXY,VIX,0.03325603236422908
2025-08-04,SILVER,SOLVPN,0.030674149353897107
2025-08-04,SILVER,DXY,0.030626311143323523
2025-08-04,SOLVPN,VIX,0.03003634051418233
2025-08-04,COPPER,SOLVPN,0.028725814219242748
2025-08-04,SILVER,GOLD,0.026428862268555564
2025-08-04,UST10Y,GOLD,0.02422324457798683
2025-08-04,COPPER,UST10Y,0.023571863291871546
2025-08-04,VIX,SILVER,0.023548475769550166
2025-08-04,UST10Y,SOLVPN,0.021519386620132322
2025-08-04,GOLD,DXY,0.020126497406096885
2025-08-04,UST10Y,SILVER,0.018682065390859703
2025-08-04,VIX,UST10Y,0.015084919622887988
2025-08-04,SOLVPN,UST10Y,0.01423337709442449
2025-08-04,SOLVPN,SILVER,0.013055435059306699
2025-08-04,COPPER,SILVER,0.012903499871636914
2025-08-04,GOLD,SILVER,0.012385390337677077
2025-08-04,DXY,SOLVPN,0.011514629363528095
2025-08-04,SILVER,UST10Y,0.010870122766091998
2025-08-04,DXY,SILVER,0.01042845228083758
2025-08-04,GOLD,UST10Y,0.010043804080044683
2025-08-04,DXY,UST10Y,0.00950704066454304
2025-08-04,SOLVPN,DXY,0.006678035874012601
2025-08-04,UST10Y,DXY,0.000287496179474378
2025-09-02,GOLD,COPPER,0.36087118045653777
2025-09-02,SILVER,COPPER,0.28135276070148363
2025-09-02,VIX,COPPER,0.0788976218120418
2025-09-02,GOLD,SILVER,0.07608542023508656
2025-09-02,SILVER,GOLD,0.056549112800582765
2025-09-02,COPPER,VIX,0.04617928628266768
2025-09-02,DXY,COPPER,0.042035254078150286
2025-09-02,SOLVPN,GOLD,0.041650527685047775
2025-09-02,GOLD,UST10Y,0.031868042528871994
2025-09-02,COPPER,SOLVPN,0.029848528388611933
2025-09-02,GOLD,SOLVPN,0.02678461133426687
2025-09-02,SOLVPN,DXY,0.02634057767064742
2025-09-02,SILVER,DXY,0.022727136000272465
2025-09-02,UST10Y,COPPER,0.022719904172151098
2025-09-02,COPPER,DXY,0.02175596051187821
2025-09-02,UST10Y,SILVER,0.021364652022136367
2025-09-02,SILVER,UST10Y,0.0205165320988517
2025-09-02,DXY,SILVER,0.019426687659470924
2025-09-02,VIX,DXY,0.016307774101739766
2025-09-02,SOLVPN,COPPER,0.016180630799209172
2025-09-02,DXY,GOLD,0.014958728107893449
2025-09-02,VIX,SOLVPN,0.014600013741622217
2025-09-02,SOLVPN,UST10Y,0.014419185641078237
2025-09-02,VIX,GOLD,0.01321876205689139
2025-09-02,SOLVPN,VIX,0.012755522631725455
2025-09-02,COPPER,GOLD,0.012106097120069229
2025-09-02,SOLVPN,SILVER,0.011732497493579103
2025-09-02,COPPER,UST10Y,0.011621061713429269
2025-09-02,COPPER,SILVER,0.009475150947225106
2025-09-02,DXY,UST10Y,0.008312255389306647
2025-09-02,UST10Y,GOLD,0.0073827881453271404
2025-09-02,DXY,VIX,0.0071807066960758725
2025-09-02,GOLD,DXY,0.0066840068965843685
2025-09-02,UST10Y,DXY,0.005576926832356027
2025-09-02,SILVER,VIX,0.0045593425560978215
2025-09-02,VIX,UST10Y,0.003882459309039978
2025-09-02,GOLD,VIX,0.0028914828996442765
2025-09-02,UST10Y,VIX,0.002355052883867448
2025-09-02,DXY,SOLVPN,0.0023532682041305097
2025-09-02,SILVER,SOLVPN,0.0018961778455850557
2025-09-02,UST10Y,SOLVPN,0.001754967357570067
2025-09-02,VIX,SILVER,0.0006552765881154068
2025-11-13,SOLVPN,VIX,0.2106920423822336
2025-11-13,UST10Y,VIX,0.15589120186250144
2025-11-13,UST10Y,SOLVPN,0.1275313780909883
2025-11-13,SOLVPN,GOLD,0.12575785453264607
2025-11-13,GOLD,SILVER,0.08848620040081681
2025-11-13,VIX,UST10Y,0.08626271131511658
2025-11-13,SILVER,SOLVPN,0.06743503179689413
2025-11-13,UST10Y,GOLD,0.054219732837344034
2025-11-13,VIX,SILVER,0.05096260599268363
2025-11-13,SILVER,VIX,0.05075664836856898
2025-11-13,GOLD,VIX,0.04804146137695893
2025-11-13,COPPER,VIX,0.04195465066748054
2025-11-13,DXY,VIX,0.04084553760228708
2025-11-13,DXY,SOLVPN,0.039323885288820346
2025-11-13,SOLVPN,UST10Y,0.037096755770697806
2025-11-13,DXY,UST10Y,0.035994775342401586
2025-11-13,DXY,COPPER,0.034135230330714986
2025-11-13,VIX,GOLD,0.030006337098336125
2025-11-13,SOLVPN,DXY,0.022542989516383054
2025-11-13,UST10Y,DXY,0.021886797890911844
2025-11-13,DXY,GOLD,0.02110676153115546
2025-11-13,COPPER,UST10Y,0.01880723924445382
2025-11-13,VIX,SOLVPN,0.01860184631062739
2025-11-13,COPPER,SILVER,0.017638071852856502
2025-11-13,COPPER,DXY,0.017123572949165354
2025-11-13,COPPER,GOLD,0.014848716655467428
2025-11-13,GOLD,UST10Y,0.013878692395596942
2025-11-13,SOLVPN,SILVER,0.013773768414574686
2025-11-13,VIX,COPPER,0.011325475070616054
2025-11-13,SOLVPN,COPPER,0.01109389181409018
2025-11-13,SILVER,COPPER,0.010971220189463067
2025-11-13,UST10Y,COPPER,0.008690603474591534
2025-11-13,SILVER,GOLD,0.008511721282204732
2025-11-13,VIX,DXY,0.006748218756570744
2025-11-13,UST10Y,SILVER,0.006606012423272113
2025-11-13,GOLD,SOLVPN,0.0062204243830242464
2025-11-13,GOLD,DXY,0.004271952052356413
2025-11-13,COPPER,SOLVPN,0.0022360692337438925
2025-11-13,DXY,SILVER,0.002037534405755534
2025-11-13,SILVER,DXY,0.0015246509179927016
2025-11-13,GOLD,COPPER,0.0010560380093344243
2025-11-13,SILVER,UST10Y,9.1102876393012e-05
2025-11-17,SOLVPN,GOLD,0.1431531087356607
2025-11-17,UST10Y,SOLVPN,0.1266435029296898
2025-11-17,SOLVPN,VIX,0.1213033111468386
2025-11-17,DXY,GOLD,0.11764739198523197
2025-11-17,VIX,GOLD,0.10189863190928612
2025-11-17,GOLD,SILVER,0.09386973229466145
2025-11-17,UST10Y,VIX,0.09033832326253355
2025-11-17,UST10Y,GOLD,0.08038304453298245
2025-11-17,VIX,SOLVPN,0.07475729507884776
2025-11-17,SOLVPN,SILVER,0.06911956116407389
2025-11-17,DXY,VIX,0.06570095202957632
2025-11-17,VIX,UST10Y,0.06233178650704249
2025-11-17,COPPER,VIX,0.05732236081019245
2025-11-17,DXY,SILVER,0.05171550270421299
2025-11-17,GOLD,VIX,0.05076733926051166
2025-11-17,DXY,SOLVPN,0.049562276853403475
2025-11-17,UST10Y,SILVER,0.04692848064364853
2025-11-17,SOLVPN,DXY,0.042698703703419966
2025-11-17,COPPER,UST10Y,0.04236747602609568
2025-11-17,GOLD,SOLVPN,0.041990763297754745
2025-11-17,DXY,UST10Y,0.04156199873998613
2025-11-17,SILVER,GOLD,0.0396872949417085
2025-11-17,GOLD,UST10Y,0.03787106775870519
2025-11-17,SILVER,VIX,0.028114684683800517
2025-11-17,VIX,SILVER,0.027296783025428276
2025-11-17,COPPER,DXY,0.020331307342967744
2025-11-17,UST10Y,COPPER,0.0190077362144849
2025-11-17,DXY,COPPER,0.01823076754423784
2025-11-17,COPPER,SOLVPN,0.018046521450439126
2025-11-17,COPPER,SILVER,0.017180531958815134
2025-11-17,VIX,DXY,0.014124047443896165
2025-11-17,SILVER,DXY,0.011812535880866618
2025-11-17,SOLVPN,COPPER,0.011614889933228102
2025-11-17,GOLD,COPPER,0.01046535937745769
2025-11-17,SILVER,UST10Y,0.009386217397476894
2025-11-17,SILVER,COPPER,0.00897068558886012
2025-11-17,COPPER,GOLD,0.00826429838308336
2025-11-17,SOLVPN,UST10Y,0.006972372354329815
2025-11-17,VIX,COPPER,0.004998072354152842
2025-11-17,UST10Y,DXY,0.003056403848071501
2025-11-17,GOLD,DXY,0.0025171566671710263
2025-11-17,SILVER,SOLVPN,0.0005384724726064938
2025-11-18,SOLVPN,GOLD,0.26774106953055415
2025-11-18,UST10Y,GOLD,0.16701296334570942
2025-11-18,SOLVPN,DXY,0.12736833285174576
2025-11-18,DXY,GOLD,0.12040574002794671
2025-11-18,VIX,SOLVPN,0.11021113615581168
2025-11-18,UST10Y,SOLVPN,0.10302884989215455
2025-11-18,SOLVPN,VIX,0.1023514508160134
2025-11-18,SOLVPN,COPPER,0.08398081876937238
2025-11-18,UST10Y,DXY,0.08258765001678098
2025-11-18,UST10Y,VIX,0.062111241396176645
2025-11-18,SOLVPN,SILVER,0.06054528569556403
2025-11-18,SILVER,GOLD,0.05464292662195292
2025-11-18,VIX,GOLD,0.05442993256894737
2025-11-18,VIX,DXY,0.04129306236274252
2025-11-18,DXY,SOLVPN,0.03749397761519083
2025-11-18,DXY,VIX,0.03632608577416589
2025-11-18,UST10Y,SILVER,0.03474213176076686
2025-11-18,VIX,SILVER,0.032829711706963444
2025-11-18,DXY,SILVER,0.032473849147821546
2025-11-18,COPPER,DXY,0.03160097872553497
2025-11-18,COPPER,GOLD,0.03008661583272873
2025-11-18,SILVER,VIX,0.027977513429437245
2025-11-18,SILVER,SOLVPN,0.027551900965910647
2025-11-18,COPPER,VIX,0.027240574480051953
2025-11-18,DXY,UST10Y,0.02703080510022722
2025-11-18,COPPER,SOLVPN,0.02602560036686624
2025-11-18,SILVER,DXY,0.02382898790826275
2025-11-18,GOLD,COPPER,0.02360509196051319
2025-11-18,VIX,COPPER,0.022228686514489986
2025-11-18,GOLD,VIX,0.020686501231699725
2025-11-18,UST10Y,COPPER,0.020400013198523637
2025-11-18,GOLD,DXY,0.014186964754292864
2025-11-18,SOLVPN,UST10Y,0.009885852068382451
2025-11-18,DXY,COPPER,0.009762124724797802
2025-11-18,COPPER,SILVER,0.009546376078031708
2025-11-18,GOLD,UST10Y,0.007103487570975467
2025-11-18,GOLD,SILVER,0.0028461913801047234
2025-11-18,GOLD,SOLVPN,0.0015516384071396078
2025-11-18,SILVER,UST10Y,0.001551308553462253
2025-11-18,SILVER,COPPER,0.0011989117249690678
2025-11-18,COPPER,UST10Y,0.0011057755736002747
2025-11-18,VIX,UST10Y,0.0004013212075372613
2025-11-24,SOLVPN,COPPER,0.14004345657766182
2025-11-24,SOLVPN,SILVER,0.13546977280559275
2025-11-24,DXY,SOLVPN,0.11339835673622496
2025-11-24,UST10Y,SOLVPN,0.11094429749222282
2025-11-24,COPPER,SILVER,0.06637453226311761
2025-11-24,UST10Y,VIX,0.06352828851125827
2025-11-24,UST10Y,COPPER,0.05937341250534415
2025-11-24,SILVER,SOLVPN,0.055953381878771975
2025-11-24,UST10Y,SILVER,0.054380502911993076
2025-11-24,SOLVPN,GOLD,0.05048774529781412
2025-11-24,COPPER,VIX,0.0468437756405118
2025-11-24,VIX,SOLVPN,0.04037434516455379
2025-11-24,GOLD,SILVER,0.0335427746433801
2025-11-24,COPPER,UST10Y,0.03168916367097435
2025-11-24,DXY,COPPER,0.030714004929174407
2025-11-24,DXY,VIX,0.030513157417504363
2025-11-24,COPPER,GOLD,0.028952479312333038
2025-11-24,SOLVPN,DXY,0.026086276212146847
2025-11-24,GOLD,SOLVPN,0.022537019344089856
